               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  30,            0.011647,           0.0045504,                   0,             0.99998,                   1,               0.995,             0.96761,           0.0057764,           0.0020325,                   0,            0.009043,            0.009043,            0.009043
                  31,            0.011657,           0.0046331,                   0,             0.99998,                   1,               0.995,             0.97037,           0.0057174,           0.0020584,                   0,             0.00901,             0.00901,             0.00901
                  32,            0.011718,           0.0045733,                   0,             0.99998,                   1,               0.995,             0.96751,           0.0057174,           0.0020306,                   0,            0.008977,            0.008977,            0.008977
                  33,            0.011702,           0.0046344,                   0,             0.99998,                   1,               0.995,             0.97015,           0.0055739,           0.0019947,                   0,            0.008944,            0.008944,            0.008944
                  34,            0.011495,           0.0046016,                   0,             0.99998,                   1,               0.995,             0.96923,           0.0056516,           0.0020155,                   0,            0.008911,            0.008911,            0.008911
                  35,            0.011495,           0.0045897,                   0,             0.99998,                   1,               0.995,             0.97038,           0.0056019,           0.0020269,                   0,            0.008878,            0.008878,            0.008878
                  36,            0.011325,           0.0044843,                   0,             0.99998,                   1,               0.995,             0.97026,           0.0054424,           0.0019943,                   0,            0.008845,            0.008845,            0.008845
                  37,            0.011384,           0.0045516,                   0,             0.99998,                   1,               0.995,              0.9719,           0.0053939,           0.0019583,                   0,            0.008812,            0.008812,            0.008812
                  38,            0.011075,           0.0044425,                   0,             0.99998,                   1,               0.995,             0.97418,           0.0053732,           0.0019439,                   0,            0.008779,            0.008779,            0.008779
                  39,            0.011381,           0.0045968,                   0,             0.99998,                   1,               0.995,             0.97485,           0.0054036,           0.0019449,                   0,            0.008746,            0.008746,            0.008746
                  40,            0.011104,            0.004487,                   0,             0.99998,                   1,               0.995,             0.97605,           0.0053085,           0.0019376,                   0,            0.008713,            0.008713,            0.008713
                  41,            0.011057,           0.0044786,                   0,             0.99998,                   1,               0.995,              0.9769,           0.0052832,           0.0019181,                   0,             0.00868,             0.00868,             0.00868
                  42,            0.011116,           0.0044474,                   0,             0.99998,                   1,               0.995,             0.97583,           0.0052234,           0.0019028,                   0,            0.008647,            0.008647,            0.008647
                  43,            0.010955,           0.0044052,                   0,             0.99998,                   1,               0.995,             0.97614,           0.0052459,           0.0019051,                   0,            0.008614,            0.008614,            0.008614
                  44,            0.010932,           0.0043952,                   0,             0.99998,                   1,               0.995,             0.97701,           0.0053029,           0.0019102,                   0,            0.008581,            0.008581,            0.008581
                  45,             0.01095,           0.0044211,                   0,             0.99999,                   1,               0.995,             0.97573,           0.0052496,           0.0019134,                   0,            0.008548,            0.008548,            0.008548
                  46,            0.010856,           0.0043726,                   0,             0.99998,                   1,               0.995,             0.97634,           0.0052005,           0.0018942,                   0,            0.008515,            0.008515,            0.008515
                  47,            0.010752,           0.0043929,                   0,             0.99998,                   1,               0.995,             0.97772,            0.005212,           0.0018679,                   0,            0.008482,            0.008482,            0.008482
                  48,            0.010898,           0.0043789,                   0,             0.99998,                   1,               0.995,             0.97686,           0.0052317,           0.0018763,                   0,            0.008449,            0.008449,            0.008449
                  49,            0.010848,           0.0043738,                   0,             0.99998,                   1,               0.995,             0.97772,           0.0051994,           0.0018862,                   0,            0.008416,            0.008416,            0.008416
                  50,            0.010729,           0.0043466,                   0,             0.99998,                   1,               0.995,             0.97776,           0.0051484,            0.001901,                   0,            0.008383,            0.008383,            0.008383
                  51,            0.010661,           0.0043722,                   0,             0.99998,                   1,               0.995,              0.9783,            0.005097,           0.0018765,                   0,             0.00835,             0.00835,             0.00835
                  52,            0.010671,           0.0043245,                   0,             0.99998,                   1,               0.995,              0.9783,           0.0050571,           0.0018498,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.010682,           0.0042782,                   0,             0.99998,                   1,               0.995,             0.97885,           0.0050656,             0.00186,                   0,            0.008284,            0.008284,            0.008284
                  54,            0.010598,           0.0043312,                   0,             0.99998,                   1,               0.995,             0.97919,           0.0050838,           0.0018636,                   0,            0.008251,            0.008251,            0.008251
                  55,            0.010795,           0.0043365,                   0,             0.99998,                   1,               0.995,             0.97827,           0.0050652,           0.0018633,                   0,            0.008218,            0.008218,            0.008218
                  56,             0.01055,           0.0042905,                   0,             0.99998,                   1,               0.995,             0.97869,           0.0050283,           0.0018531,                   0,            0.008185,            0.008185,            0.008185
                  57,            0.010592,           0.0043144,                   0,             0.99998,                   1,               0.995,             0.97975,           0.0050176,           0.0018531,                   0,            0.008152,            0.008152,            0.008152
                  58,             0.01049,           0.0042986,                   0,             0.99998,                   1,               0.995,             0.97949,           0.0050318,           0.0018452,                   0,            0.008119,            0.008119,            0.008119
                  59,            0.010578,           0.0043209,                   0,             0.99998,                   1,               0.995,             0.98057,           0.0050161,            0.001841,                   0,            0.008086,            0.008086,            0.008086
                  60,            0.010407,           0.0042458,                   0,             0.99998,                   1,               0.995,             0.98065,           0.0049646,           0.0018416,                   0,            0.008053,            0.008053,            0.008053
                  61,            0.010245,           0.0041899,                   0,             0.99998,                   1,               0.995,             0.98068,           0.0049318,           0.0018354,                   0,             0.00802,             0.00802,             0.00802
                  62,            0.010437,           0.0042719,                   0,             0.99998,                   1,               0.995,             0.98042,              0.0049,           0.0018251,                   0,            0.007987,            0.007987,            0.007987
                  63,            0.010497,           0.0042412,                   0,             0.99998,                   1,               0.995,             0.98078,            0.004897,           0.0018263,                   0,            0.007954,            0.007954,            0.007954
                  64,             0.01036,           0.0041845,                   0,             0.99998,                   1,               0.995,             0.98116,            0.004892,           0.0018144,                   0,            0.007921,            0.007921,            0.007921
                  65,            0.010363,            0.004258,                   0,             0.99998,                   1,               0.995,             0.98088,            0.004893,           0.0018128,                   0,            0.007888,            0.007888,            0.007888
                  66,            0.010403,           0.0042144,                   0,             0.99998,                   1,               0.995,             0.98147,           0.0048862,           0.0018123,                   0,            0.007855,            0.007855,            0.007855
                  67,            0.010257,           0.0042139,                   0,             0.99998,                   1,               0.995,             0.98102,            0.004894,           0.0018178,                   0,            0.007822,            0.007822,            0.007822
                  68,            0.010365,           0.0042556,                   0,             0.99998,                   1,               0.995,             0.98156,           0.0048898,           0.0018227,                   0,            0.007789,            0.007789,            0.007789
                  69,            0.010113,           0.0041542,                   0,             0.99998,                   1,               0.995,             0.98151,           0.0048845,           0.0018185,                   0,            0.007756,            0.007756,            0.007756
                  70,            0.010224,           0.0041402,                   0,             0.99998,                   1,               0.995,             0.98091,           0.0048718,           0.0018187,                   0,            0.007723,            0.007723,            0.007723
                  71,            0.010121,           0.0041378,                   0,             0.99998,                   1,               0.995,             0.98176,           0.0048632,           0.0018159,                   0,             0.00769,             0.00769,             0.00769
                  72,            0.010193,           0.0042275,                   0,             0.99998,                   1,               0.995,             0.98225,           0.0048608,           0.0018097,                   0,            0.007657,            0.007657,            0.007657
                  73,            0.010143,           0.0041664,                   0,             0.99998,                   1,               0.995,             0.98257,           0.0048509,           0.0018034,                   0,            0.007624,            0.007624,            0.007624
                  74,           0.0099767,           0.0040924,                   0,             0.99998,                   1,               0.995,             0.98225,           0.0048371,           0.0017997,                   0,            0.007591,            0.007591,            0.007591
                  75,            0.010029,           0.0040983,                   0,             0.99998,                   1,               0.995,             0.98189,           0.0048269,           0.0017945,                   0,            0.007558,            0.007558,            0.007558
                  76,            0.010017,           0.0041398,                   0,             0.99998,                   1,               0.995,             0.98207,            0.004819,           0.0017928,                   0,            0.007525,            0.007525,            0.007525
                  77,            0.010167,           0.0041989,                   0,             0.99998,                   1,               0.995,             0.98202,           0.0048028,           0.0017871,                   0,            0.007492,            0.007492,            0.007492
                  78,           0.0099888,           0.0041166,                   0,             0.99998,                   1,               0.995,             0.98221,           0.0047894,           0.0017838,                   0,            0.007459,            0.007459,            0.007459
                  79,            0.009923,           0.0041408,                   0,             0.99998,                   1,               0.995,             0.98249,           0.0047852,           0.0017847,                   0,            0.007426,            0.007426,            0.007426
                  80,           0.0098983,           0.0040312,                   0,             0.99998,                   1,               0.995,             0.98258,           0.0047828,           0.0017846,                   0,            0.007393,            0.007393,            0.007393
                  81,           0.0099556,           0.0041267,                   0,             0.99998,                   1,               0.995,             0.98267,           0.0047746,           0.0017862,                   0,             0.00736,             0.00736,             0.00736
                  82,           0.0099744,           0.0041136,                   0,             0.99998,                   1,               0.995,             0.98291,           0.0047743,           0.0017847,                   0,            0.007327,            0.007327,            0.007327
                  83,           0.0097788,           0.0040438,                   0,             0.99998,                   1,               0.995,             0.98286,             0.00477,            0.001782,                   0,            0.007294,            0.007294,            0.007294
                  84,           0.0099082,           0.0040805,                   0,             0.99998,                   1,               0.995,             0.98309,           0.0047615,           0.0017801,                   0,            0.007261,            0.007261,            0.007261
                  85,           0.0099425,           0.0041317,                   0,             0.99998,                   1,               0.995,               0.983,           0.0047551,           0.0017783,                   0,            0.007228,            0.007228,            0.007228
                  86,           0.0098047,           0.0039758,                   0,             0.99998,                   1,               0.995,               0.983,           0.0047492,           0.0017754,                   0,            0.007195,            0.007195,            0.007195
                  87,           0.0097483,           0.0040644,                   0,             0.99998,                   1,               0.995,             0.98286,            0.004744,           0.0017727,                   0,            0.007162,            0.007162,            0.007162
                  88,           0.0098068,           0.0040625,                   0,             0.99998,                   1,               0.995,              0.9828,           0.0047385,           0.0017703,                   0,            0.007129,            0.007129,            0.007129
                  89,           0.0098078,           0.0039815,                   0,             0.99998,                   1,               0.995,             0.98292,           0.0047322,           0.0017692,                   0,            0.007096,            0.007096,            0.007096
                  90,           0.0097599,           0.0040303,                   0,             0.99998,                   1,               0.995,             0.98273,           0.0047271,           0.0017682,                   0,            0.007063,            0.007063,            0.007063
                  91,           0.0096498,           0.0040506,                   0,             0.99998,                   1,               0.995,             0.98282,           0.0047251,           0.0017673,                   0,             0.00703,             0.00703,             0.00703
                  92,           0.0096811,           0.0040154,                   0,             0.99998,                   1,               0.995,             0.98269,           0.0047235,            0.001765,                   0,            0.006997,            0.006997,            0.006997
                  93,           0.0095602,           0.0039976,                   0,             0.99998,                   1,               0.995,             0.98278,           0.0047246,           0.0017644,                   0,            0.006964,            0.006964,            0.006964
                  94,             0.00948,           0.0040016,                   0,             0.99998,                   1,               0.995,             0.98266,           0.0047211,           0.0017637,                   0,            0.006931,            0.006931,            0.006931
                  95,           0.0096913,           0.0040024,                   0,             0.99998,                   1,               0.995,             0.98266,           0.0047158,           0.0017628,                   0,            0.006898,            0.006898,            0.006898
                  96,           0.0096394,           0.0040158,                   0,             0.99998,                   1,               0.995,             0.98264,           0.0047137,            0.001762,                   0,            0.006865,            0.006865,            0.006865
                  97,           0.0095584,           0.0039472,                   0,             0.99998,                   1,               0.995,             0.98262,           0.0047119,           0.0017619,                   0,            0.006832,            0.006832,            0.006832
                  98,           0.0095445,           0.0039078,                   0,             0.99998,                   1,               0.995,             0.98279,           0.0047086,           0.0017608,                   0,            0.006799,            0.006799,            0.006799
                  99,           0.0096247,           0.0040223,                   0,             0.99998,                   1,               0.995,             0.98286,           0.0047053,           0.0017597,                   0,            0.006766,            0.006766,            0.006766
                 100,           0.0095538,           0.0039528,                   0,             0.99998,                   1,               0.995,             0.98286,           0.0047034,           0.0017596,                   0,            0.006733,            0.006733,            0.006733
                 101,           0.0095489,           0.0040137,                   0,             0.99998,                   1,               0.995,             0.98283,           0.0046999,           0.0017593,                   0,              0.0067,              0.0067,              0.0067
                 102,           0.0095404,           0.0039213,                   0,             0.99998,                   1,               0.995,             0.98296,           0.0046959,           0.0017583,                   0,            0.006667,            0.006667,            0.006667
                 103,           0.0094342,           0.0039268,                   0,             0.99998,                   1,               0.995,             0.98299,           0.0046942,           0.0017573,                   0,            0.006634,            0.006634,            0.006634
                 104,           0.0094342,            0.004017,                   0,             0.99998,                   1,               0.995,             0.98303,           0.0046922,           0.0017563,                   0,            0.006601,            0.006601,            0.006601
                 105,           0.0094563,           0.0039485,                   0,             0.99998,                   1,               0.995,             0.98317,           0.0046896,           0.0017553,                   0,            0.006568,            0.006568,            0.006568
                 106,           0.0093872,           0.0038817,                   0,             0.99998,                   1,               0.995,             0.98324,           0.0046894,           0.0017553,                   0,            0.006535,            0.006535,            0.006535
                 107,           0.0094399,            0.003938,                   0,             0.99998,                   1,               0.995,             0.98318,           0.0046888,           0.0017547,                   0,            0.006502,            0.006502,            0.006502
                 108,           0.0093643,           0.0038502,                   0,             0.99998,                   1,               0.995,             0.98331,           0.0046864,           0.0017538,                   0,            0.006469,            0.006469,            0.006469
                 109,           0.0093519,           0.0039186,                   0,             0.99998,                   1,               0.995,             0.98334,           0.0046858,            0.001753,                   0,            0.006436,            0.006436,            0.006436
                 110,           0.0093422,            0.003907,                   0,             0.99998,                   1,               0.995,             0.98331,           0.0046848,           0.0017526,                   0,            0.006403,            0.006403,            0.006403
                 111,           0.0091922,           0.0038811,                   0,             0.99998,                   1,               0.995,             0.98348,           0.0046844,           0.0017518,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.009298,           0.0038777,                   0,             0.99998,                   1,               0.995,              0.9833,            0.004683,           0.0017509,                   0,            0.006337,            0.006337,            0.006337
                 113,           0.0093614,             0.00389,                   0,             0.99998,                   1,               0.995,             0.98328,           0.0046828,           0.0017507,                   0,            0.006304,            0.006304,            0.006304
                 114,           0.0091667,           0.0038556,                   0,             0.99998,                   1,               0.995,             0.98356,           0.0046814,             0.00175,                   0,            0.006271,            0.006271,            0.006271
                 115,           0.0091855,           0.0039093,                   0,             0.99998,                   1,               0.995,             0.98375,           0.0046818,             0.00175,                   0,            0.006238,            0.006238,            0.006238
                 116,           0.0093019,           0.0038791,                   0,             0.99998,                   1,               0.995,             0.98401,           0.0046819,           0.0017496,                   0,            0.006205,            0.006205,            0.006205
                 117,           0.0091886,           0.0038756,                   0,             0.99998,                   1,               0.995,             0.98404,           0.0046821,            0.001749,                   0,            0.006172,            0.006172,            0.006172
                 118,           0.0091564,           0.0038333,                   0,             0.99998,                   1,               0.995,             0.98405,           0.0046822,           0.0017489,                   0,            0.006139,            0.006139,            0.006139
                 119,           0.0090897,           0.0038285,                   0,             0.99998,                   1,               0.995,             0.98399,            0.004683,           0.0017484,                   0,            0.006106,            0.006106,            0.006106
                 120,           0.0090631,           0.0038117,                   0,             0.99998,                   1,               0.995,             0.98401,           0.0046835,           0.0017481,                   0,            0.006073,            0.006073,            0.006073
                 121,           0.0091439,           0.0038777,                   0,             0.99998,                   1,               0.995,             0.98396,           0.0046834,           0.0017477,                   0,             0.00604,             0.00604,             0.00604
                 122,           0.0091508,            0.003828,                   0,             0.99998,                   1,               0.995,             0.98404,            0.004683,           0.0017473,                   0,            0.006007,            0.006007,            0.006007
                 123,           0.0090538,           0.0038063,                   0,             0.99998,                   1,               0.995,             0.98402,           0.0046829,           0.0017464,                   0,            0.005974,            0.005974,            0.005974
                 124,           0.0090533,           0.0038728,                   0,             0.99998,                   1,               0.995,             0.98403,           0.0046833,           0.0017462,                   0,            0.005941,            0.005941,            0.005941
                 125,           0.0089349,           0.0037826,                   0,             0.99998,                   1,               0.995,             0.98419,           0.0046829,           0.0017459,                   0,            0.005908,            0.005908,            0.005908
                 126,           0.0090098,           0.0038405,                   0,             0.99998,                   1,               0.995,              0.9842,            0.004684,           0.0017455,                   0,            0.005875,            0.005875,            0.005875
                 127,           0.0089006,           0.0037406,                   0,             0.99998,                   1,               0.995,             0.98428,           0.0046849,           0.0017453,                   0,            0.005842,            0.005842,            0.005842
                 128,           0.0090975,           0.0038099,                   0,             0.99998,                   1,               0.995,             0.98411,           0.0046862,           0.0017449,                   0,            0.005809,            0.005809,            0.005809
                 129,           0.0088723,           0.0037845,                   0,             0.99998,                   1,               0.995,             0.98422,           0.0046816,           0.0017439,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.008859,           0.0037941,                   0,             0.99998,                   1,               0.995,             0.98422,           0.0046822,           0.0017435,                   0,            0.005743,            0.005743,            0.005743
                 131,           0.0089227,           0.0037185,                   0,             0.99998,                   1,               0.995,             0.98452,           0.0046836,           0.0017432,                   0,             0.00571,             0.00571,             0.00571
                 132,           0.0088698,           0.0037751,                   0,             0.99998,                   1,               0.995,             0.98449,           0.0046843,           0.0017427,                   0,            0.005677,            0.005677,            0.005677
                 133,           0.0089012,           0.0037594,                   0,             0.99998,                   1,               0.995,             0.98456,            0.004685,           0.0017424,                   0,            0.005644,            0.005644,            0.005644
                 134,           0.0090936,           0.0038266,                   0,             0.99998,                   1,               0.995,             0.98447,           0.0046861,           0.0017422,                   0,            0.005611,            0.005611,            0.005611
                 135,           0.0088607,           0.0037289,                   0,             0.99998,                   1,               0.995,             0.98447,           0.0046869,           0.0017421,                   0,            0.005578,            0.005578,            0.005578
                 136,           0.0088672,           0.0038116,                   0,             0.99998,                   1,               0.995,             0.98452,           0.0046802,           0.0017408,                   0,            0.005545,            0.005545,            0.005545
                 137,           0.0088497,           0.0037186,                   0,             0.99998,                   1,               0.995,             0.98452,           0.0046751,           0.0017396,                   0,            0.005512,            0.005512,            0.005512
                 138,           0.0088478,           0.0037338,                   0,             0.99998,                   1,               0.995,              0.9844,            0.004676,           0.0017394,                   0,            0.005479,            0.005479,            0.005479
                 139,           0.0087917,           0.0037803,                   0,             0.99998,                   1,               0.995,             0.98433,           0.0046752,            0.001739,                   0,            0.005446,            0.005446,            0.005446
                 140,           0.0087738,            0.003741,                   0,             0.99998,                   1,               0.995,             0.98453,           0.0046746,           0.0017389,                   0,            0.005413,            0.005413,            0.005413
                 141,           0.0087428,           0.0036985,                   0,             0.99998,                   1,               0.995,             0.98461,           0.0046744,           0.0017387,                   0,             0.00538,             0.00538,             0.00538
                 142,           0.0087351,           0.0037326,                   0,             0.99998,                   1,               0.995,             0.98452,            0.004674,           0.0017386,                   0,            0.005347,            0.005347,            0.005347
                 143,           0.0088753,           0.0037142,                   0,             0.99998,                   1,               0.995,             0.98459,           0.0046735,           0.0017386,                   0,            0.005314,            0.005314,            0.005314
                 144,           0.0087094,           0.0036696,                   0,             0.99998,                   1,               0.995,             0.98463,           0.0046726,           0.0017386,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.008694,            0.003712,                   0,             0.99998,                   1,               0.995,             0.98451,           0.0046723,           0.0017383,                   0,            0.005248,            0.005248,            0.005248
                 146,           0.0087613,           0.0037086,                   0,             0.99998,                   1,               0.995,              0.9846,           0.0046723,           0.0017382,                   0,            0.005215,            0.005215,            0.005215
                 147,           0.0085513,            0.003661,                   0,             0.99998,                   1,               0.995,             0.98466,            0.004673,            0.001738,                   0,            0.005182,            0.005182,            0.005182
                 148,           0.0085935,           0.0036289,                   0,             0.99998,                   1,               0.995,             0.98481,           0.0046743,           0.0017381,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.008744,           0.0036989,                   0,             0.99998,                   1,               0.995,             0.98472,           0.0046747,           0.0017379,                   0,            0.005116,            0.005116,            0.005116
                 150,           0.0086141,           0.0036883,                   0,             0.99998,                   1,               0.995,             0.98483,           0.0046758,           0.0017377,                   0,            0.005083,            0.005083,            0.005083
                 151,           0.0086971,           0.0036867,                   0,             0.99998,                   1,               0.995,             0.98499,           0.0046756,           0.0017372,                   0,             0.00505,             0.00505,             0.00505
                 152,           0.0085864,           0.0036765,                   0,             0.99998,                   1,               0.995,             0.98491,           0.0046692,           0.0017361,                   0,            0.005017,            0.005017,            0.005017
                 153,           0.0085043,           0.0036422,                   0,             0.99998,                   1,               0.995,             0.98497,           0.0046692,           0.0017355,                   0,            0.004984,            0.004984,            0.004984
                 154,           0.0087039,           0.0037111,                   0,             0.99998,                   1,               0.995,             0.98508,           0.0046687,           0.0017351,                   0,            0.004951,            0.004951,            0.004951
                 155,           0.0085906,           0.0036444,                   0,             0.99998,                   1,               0.995,             0.98495,           0.0046696,           0.0017349,                   0,            0.004918,            0.004918,            0.004918
                 156,           0.0085566,           0.0036799,                   0,             0.99998,                   1,               0.995,             0.98506,           0.0046646,            0.001734,                   0,            0.004885,            0.004885,            0.004885
                 157,           0.0085029,            0.003603,                   0,             0.99998,                   1,               0.995,             0.98491,           0.0046653,           0.0017333,                   0,            0.004852,            0.004852,            0.004852
                 158,           0.0085095,           0.0036365,                   0,             0.99998,                   1,               0.995,             0.98494,           0.0046664,            0.001733,                   0,            0.004819,            0.004819,            0.004819
                 159,           0.0084497,           0.0036194,                   0,             0.99998,                   1,               0.995,             0.98477,            0.004662,           0.0017323,                   0,            0.004786,            0.004786,            0.004786
                 160,           0.0084084,           0.0035675,                   0,             0.99998,                   1,               0.995,             0.98469,           0.0046563,           0.0017312,                   0,            0.004753,            0.004753,            0.004753
                 161,           0.0084085,           0.0036993,                   0,             0.99998,                   1,               0.995,             0.98463,           0.0046567,           0.0017308,                   0,             0.00472,             0.00472,             0.00472
                 162,           0.0083625,           0.0036099,                   0,             0.99998,                   1,               0.995,             0.98455,           0.0046578,           0.0017304,                   0,            0.004687,            0.004687,            0.004687
                 163,           0.0084486,           0.0035862,                   0,             0.99998,                   1,               0.995,             0.98468,           0.0046589,           0.0017302,                   0,            0.004654,            0.004654,            0.004654
                 164,           0.0083659,           0.0035655,                   0,             0.99998,                   1,               0.995,             0.98466,           0.0046535,           0.0017293,                   0,            0.004621,            0.004621,            0.004621
                 165,           0.0083091,           0.0035245,                   0,             0.99998,                   1,               0.995,             0.98454,           0.0046542,           0.0017291,                   0,            0.004588,            0.004588,            0.004588
                 166,           0.0084553,           0.0036239,                   0,             0.99998,                   1,               0.995,             0.98454,           0.0046542,           0.0017286,                   0,            0.004555,            0.004555,            0.004555
                 167,           0.0081687,           0.0035217,                   0,             0.99998,                   1,               0.995,             0.98466,           0.0046493,           0.0017275,                   0,            0.004522,            0.004522,            0.004522
                 168,           0.0081756,           0.0035423,                   0,             0.99998,                   1,               0.995,             0.98486,           0.0046427,           0.0017264,                   0,            0.004489,            0.004489,            0.004489
                 169,           0.0083215,              0.0036,                   0,             0.99998,                   1,               0.995,             0.98478,           0.0046418,           0.0017258,                   0,            0.004456,            0.004456,            0.004456
                 170,           0.0082946,           0.0035557,                   0,             0.99998,                   1,               0.995,             0.98486,           0.0046408,           0.0017251,                   0,            0.004423,            0.004423,            0.004423
                 171,           0.0081049,           0.0034964,                   0,             0.99998,                   1,               0.995,             0.98515,           0.0046405,           0.0017244,                   0,             0.00439,             0.00439,             0.00439
                 172,           0.0082551,           0.0035809,                   0,             0.99998,                   1,               0.995,             0.98517,           0.0046392,           0.0017235,                   0,            0.004357,            0.004357,            0.004357
                 173,           0.0082423,           0.0036013,                   0,             0.99998,                   1,               0.995,             0.98541,           0.0046391,           0.0017233,                   0,            0.004324,            0.004324,            0.004324
                 174,           0.0082243,           0.0035634,                   0,             0.99998,                   1,               0.995,              0.9855,           0.0046332,           0.0017223,                   0,            0.004291,            0.004291,            0.004291
